timestamp,epoch,interval,dstFlag,prc
2025-08-20 02:44:05-0500,1755675845000,02:44:05,N,9795
2025-08-20 02:44:13-0500,1755675853000,02:44:13,N,9788
2025-08-20 02:44:25-0500,1755675865000,02:44:25,N,9787
2025-08-20 02:44:33-0500,1755675873000,02:44:33,N,9790
2025-08-20 02:44:45-0500,1755675885000,02:44:45,N,9794
2025-08-20 02:44:53-0500,1755675893000,02:44:53,N,9794
2025-08-20 02:45:05-0500,1755675905000,02:45:05,N,9803
2025-08-20 02:45:13-0500,1755675913000,02:45:13,N,9800
2025-08-20 02:45:25-0500,1755675925000,02:45:25,N,9804
2025-08-20 02:45:33-0500,1755675933000,02:45:33,N,9791
2025-08-20 02:45:45-0500,1755675945000,02:45:45,N,9807
2025-08-20 02:45:53-0500,1755675953000,02:45:53,N,9807
2025-08-20 02:46:05-0500,1755675965000,02:46:05,N,9812
2025-08-20 02:46:13-0500,1755675973000,02:46:13,N,9810
2025-08-20 02:46:25-0500,1755675985000,02:46:25,N,9805
2025-08-20 02:46:33-0500,1755675993000,02:46:33,N,9806
2025-08-20 02:46:45-0500,1755676005000,02:46:45,N,9803
2025-08-20 02:46:53-0500,1755676013000,02:46:53,N,9803
2025-08-20 02:47:05-0500,1755676025000,02:47:05,N,9793
2025-08-20 02:47:13-0500,1755676033000,02:47:13,N,9790
2025-08-20 02:47:25-0500,1755676045000,02:47:25,N,9795
2025-08-20 02:47:33-0500,1755676053000,02:47:33,N,9802
2025-08-20 02:47:45-0500,1755676065000,02:47:45,N,9791
2025-08-20 02:47:53-0500,1755676073000,02:47:53,N,9791
2025-08-20 02:48:05-0500,1755676085000,02:48:05,N,9793
2025-08-20 02:48:13-0500,1755676093000,02:48:13,N,9797
2025-08-20 02:48:25-0500,1755676105000,02:48:25,N,9793
2025-08-20 02:48:33-0500,1755676113000,02:48:33,N,9801
2025-08-20 02:48:45-0500,1755676125000,02:48:45,N,9783
2025-08-20 02:48:53-0500,1755676133000,02:48:53,N,9783
2025-08-20 02:49:05-0500,1755676145000,02:49:05,N,9792
2025-08-20 02:49:13-0500,1755676153000,02:49:13,N,9778
2025-08-20 02:49:25-0500,1755676165000,02:49:25,N,9777
2025-08-20 02:49:33-0500,1755676173000,02:49:33,N,9782
2025-08-20 02:49:45-0500,1755676185000,02:49:45,N,9776
2025-08-20 02:49:53-0500,1755676193000,02:49:53,N,9776
2025-08-20 02:50:05-0500,1755676205000,02:50:05,N,9787
2025-08-20 02:50:13-0500,1755676213000,02:50:13,N,9786
2025-08-20 02:50:25-0500,1755676225000,02:50:25,N,9787
2025-08-20 02:50:33-0500,1755676233000,02:50:33,N,9797
2025-08-20 02:50:45-0500,1755676245000,02:50:45,N,9803
2025-08-20 02:50:53-0500,1755676253000,02:50:53,N,9799
2025-08-20 02:51:05-0500,1755676265000,02:51:05,N,9798
2025-08-20 02:51:13-0500,1755676273000,02:51:13,N,9798
2025-08-20 02:51:25-0500,1755676285000,02:51:25,N,9790
2025-08-20 02:51:33-0500,1755676293000,02:51:33,N,9780
2025-08-20 02:51:45-0500,1755676305000,02:51:45,N,9777
2025-08-20 02:51:53-0500,1755676313000,02:51:53,N,9777
2025-08-20 02:52:05-0500,1755676325000,02:52:05,N,9766
2025-08-20 02:52:13-0500,1755676333000,02:52:13,N,9766
2025-08-20 02:52:25-0500,1755676345000,02:52:25,N,9762
2025-08-20 02:52:33-0500,1755676353000,02:52:33,N,9724
2025-08-20 02:52:45-0500,1755676365000,02:52:45,N,9733
2025-08-20 02:52:53-0500,1755676373000,02:52:53,N,9737
2025-08-20 02:53:05-0500,1755676385000,02:53:05,N,9738
2025-08-20 02:53:13-0500,1755676393000,02:53:13,N,9738
2025-08-20 02:53:25-0500,1755676405000,02:53:25,N,9763
2025-08-20 02:53:33-0500,1755676413000,02:53:33,N,9760
2025-08-20 02:53:45-0500,1755676425000,02:53:45,N,9769
2025-08-20 02:53:53-0500,1755676433000,02:53:53,N,9767
2025-08-20 02:54:05-0500,1755676445000,02:54:05,N,9762
2025-08-20 02:54:13-0500,1755676453000,02:54:13,N,9762
2025-08-20 02:54:25-0500,1755676465000,02:54:25,N,9761
2025-08-20 02:54:33-0500,1755676473000,02:54:33,N,9763
2025-08-20 02:54:45-0500,1755676485000,02:54:45,N,9759
2025-08-20 02:54:53-0500,1755676493000,02:54:53,N,9758
2025-08-20 02:55:05-0500,1755676505000,02:55:05,N,9766
2025-08-20 02:55:13-0500,1755676513000,02:55:13,N,9766
2025-08-20 02:55:25-0500,1755676525000,02:55:25,N,9779
2025-08-20 02:55:33-0500,1755676533000,02:55:33,N,9775
2025-08-20 02:55:45-0500,1755676545000,02:55:45,N,9780
2025-08-20 02:55:53-0500,1755676553000,02:55:53,N,9780
2025-08-20 02:56:05-0500,1755676565000,02:56:05,N,9776
2025-08-20 02:56:13-0500,1755676573000,02:56:13,N,9769
2025-08-20 02:56:25-0500,1755676585000,02:56:25,N,9766
2025-08-20 02:56:33-0500,1755676593000,02:56:33,N,9778
2025-08-20 02:56:45-0500,1755676605000,02:56:45,N,9771
2025-08-20 02:56:53-0500,1755676613000,02:56:53,N,9771
2025-08-20 02:57:05-0500,1755676625000,02:57:05,N,9752
2025-08-20 02:57:13-0500,1755676633000,02:57:13,N,9736
2025-08-20 02:57:25-0500,1755676645000,02:57:25,N,9719
2025-08-20 02:57:33-0500,1755676653000,02:57:33,N,9729
2025-08-20 02:57:45-0500,1755676665000,02:57:45,N,9725
2025-08-20 02:57:53-0500,1755676673000,02:57:53,N,9725
2025-08-20 02:58:05-0500,1755676685000,02:58:05,N,9744
2025-08-20 02:58:13-0500,1755676693000,02:58:13,N,9743
2025-08-20 02:58:25-0500,1755676705000,02:58:25,N,9745
2025-08-20 02:58:33-0500,1755676713000,02:58:33,N,9747
2025-08-20 02:58:45-0500,1755676725000,02:58:45,N,9746
2025-08-20 02:58:53-0500,1755676733000,02:58:53,N,9746
2025-08-20 02:59:05-0500,1755676745000,02:59:05,N,9746
2025-08-20 02:59:13-0500,1755676753000,02:59:13,N,9728
2025-08-20 02:59:25-0500,1755676765000,02:59:25,N,9734
2025-08-20 02:59:33-0500,1755676773000,02:59:33,N,9748
2025-08-20 02:59:45-0500,1755676785000,02:59:45,N,9797
2025-08-20 02:59:53-0500,1755676793000,02:59:53,N,9797
2025-08-20 03:00:05-0500,1755676805000,03:00:05,N,9791
2025-08-20 03:00:13-0500,1755676813000,03:00:13,N,9785
2025-08-20 03:00:25-0500,1755676825000,03:00:25,N,9724
2025-08-20 03:00:33-0500,1755676833000,03:00:33,N,9724
2025-08-20 03:00:45-0500,1755676845000,03:00:45,N,9746
2025-08-20 03:00:53-0500,1755676853000,03:00:53,N,9730
2025-08-20 03:01:05-0500,1755676865000,03:01:05,N,9731
2025-08-20 03:01:13-0500,1755676873000,03:01:13,N,9735
2025-08-20 03:01:25-0500,1755676885000,03:01:25,N,9773
2025-08-20 03:01:33-0500,1755676893000,03:01:33,N,9773
2025-08-20 03:01:45-0500,1755676905000,03:01:45,N,9781
2025-08-20 03:01:53-0500,1755676913000,03:01:53,N,9787
2025-08-20 03:02:05-0500,1755676925000,03:02:05,N,9785
2025-08-20 03:02:13-0500,1755676933000,03:02:13,N,9787
2025-08-20 03:02:25-0500,1755676945000,03:02:25,N,9796
2025-08-20 03:02:33-0500,1755676953000,03:02:33,N,9796
2025-08-20 03:02:45-0500,1755676965000,03:02:45,N,9806
2025-08-20 03:02:53-0500,1755676973000,03:02:53,N,9806
2025-08-20 03:03:05-0500,1755676985000,03:03:05,N,9807
2025-08-20 03:03:13-0500,1755676993000,03:03:13,N,9797
2025-08-20 03:03:25-0500,1755677005000,03:03:25,N,9807
2025-08-20 03:03:33-0500,1755677013000,03:03:33,N,9807
2025-08-20 03:03:45-0500,1755677025000,03:03:45,N,9807
2025-08-20 03:03:53-0500,1755677033000,03:03:53,N,9803
2025-08-20 03:04:05-0500,1755677045000,03:04:05,N,9806
2025-08-20 03:04:13-0500,1755677053000,03:04:13,N,9806
2025-08-20 03:04:25-0500,1755677065000,03:04:25,N,9801
2025-08-20 03:04:33-0500,1755677073000,03:04:33,N,9801
2025-08-20 03:04:45-0500,1755677085000,03:04:45,N,9800
2025-08-20 03:04:53-0500,1755677093000,03:04:53,N,9815
2025-08-20 03:05:05-0500,1755677105000,03:05:05,N,9798
2025-08-20 03:05:13-0500,1755677113000,03:05:13,N,9796
2025-08-20 03:05:25-0500,1755677125000,03:05:25,N,9804
2025-08-20 03:05:33-0500,1755677133000,03:05:33,N,9774
2025-08-20 03:05:45-0500,1755677145000,03:05:45,N,9803
2025-08-20 03:05:53-0500,1755677153000,03:05:53,N,9803
2025-08-20 03:06:05-0500,1755677165000,03:06:05,N,9787
2025-08-20 03:06:13-0500,1755677173000,03:06:13,N,9817
2025-08-20 03:06:25-0500,1755677185000,03:06:25,N,9830
2025-08-20 03:06:33-0500,1755677193000,03:06:33,N,9784
2025-08-20 03:06:45-0500,1755677205000,03:06:45,N,9785
2025-08-20 03:06:53-0500,1755677213000,03:06:53,N,9785
2025-08-20 03:07:05-0500,1755677225000,03:07:05,N,9801
2025-08-20 03:07:13-0500,1755677233000,03:07:13,N,9820
2025-08-20 03:07:25-0500,1755677245000,03:07:25,N,9805
2025-08-20 03:07:33-0500,1755677253000,03:07:33,N,9775
2025-08-20 03:07:45-0500,1755677265000,03:07:45,N,9799
2025-08-20 03:07:53-0500,1755677273000,03:07:53,N,9799
2025-08-20 03:08:05-0500,1755677285000,03:08:05,N,9756
2025-08-20 03:08:13-0500,1755677293000,03:08:13,N,9749
2025-08-20 03:08:25-0500,1755677305000,03:08:25,N,9724
2025-08-20 03:08:33-0500,1755677313000,03:08:33,N,9744
2025-08-20 03:08:45-0500,1755677325000,03:08:45,N,9734
2025-08-20 03:08:53-0500,1755677333000,03:08:53,N,9734
2025-08-20 03:09:05-0500,1755677345000,03:09:05,N,9719
2025-08-20 03:09:13-0500,1755677353000,03:09:13,N,9726
2025-08-20 03:09:25-0500,1755677365000,03:09:25,N,9729
2025-08-20 03:09:33-0500,1755677373000,03:09:33,N,9730
2025-08-20 03:09:45-0500,1755677385000,03:09:45,N,9725
2025-08-20 03:09:53-0500,1755677393000,03:09:53,N,9725
2025-08-20 03:10:05-0500,1755677405000,03:10:05,N,9707
2025-08-20 03:10:13-0500,1755677413000,03:10:13,N,9742
2025-08-20 03:10:25-0500,1755677425000,03:10:25,N,9720
2025-08-20 03:10:33-0500,1755677433000,03:10:33,N,9735
2025-08-20 03:10:45-0500,1755677445000,03:10:45,N,9750
2025-08-20 03:10:53-0500,1755677453000,03:10:53,N,9750
2025-08-20 03:11:05-0500,1755677465000,03:11:05,N,9751
2025-08-20 03:11:13-0500,1755677473000,03:11:13,N,9771
2025-08-20 03:11:25-0500,1755677485000,03:11:25,N,9785
2025-08-20 03:11:33-0500,1755677493000,03:11:33,N,9787
2025-08-20 03:11:45-0500,1755677505000,03:11:45,N,9798
2025-08-20 03:11:53-0500,1755677513000,03:11:53,N,9798
2025-08-20 03:12:05-0500,1755677525000,03:12:05,N,9776
2025-08-20 03:12:13-0500,1755677533000,03:12:13,N,9768
2025-08-20 03:12:25-0500,1755677545000,03:12:25,N,9771
2025-08-20 03:12:33-0500,1755677553000,03:12:33,N,9763
2025-08-20 03:12:45-0500,1755677565000,03:12:45,N,9768
2025-08-20 03:12:53-0500,1755677573000,03:12:53,N,9768
2025-08-20 03:13:05-0500,1755677585000,03:13:05,N,9762
2025-08-20 03:13:13-0500,1755677593000,03:13:13,N,9740
2025-08-20 03:13:25-0500,1755677605000,03:13:25,N,9748
2025-08-20 03:13:33-0500,1755677613000,03:13:33,N,9723
2025-08-20 03:13:45-0500,1755677625000,03:13:45,N,9746
2025-08-20 03:13:53-0500,1755677633000,03:13:53,N,9746
2025-08-20 03:14:05-0500,1755677645000,03:14:05,N,9719
2025-08-20 03:14:13-0500,1755677653000,03:14:13,N,9730
2025-08-20 03:14:25-0500,1755677665000,03:14:25,N,9707
2025-08-20 03:14:33-0500,1755677673000,03:14:33,N,9708
2025-08-20 03:14:45-0500,1755677685000,03:14:45,N,9674
2025-08-20 03:14:53-0500,1755677693000,03:14:53,N,9674
2025-08-20 03:15:05-0500,1755677705000,03:15:05,N,9686
2025-08-20 03:15:13-0500,1755677713000,03:15:13,N,9677
2025-08-20 03:15:21-0500,1755677721000,03:15:21,N,9647
2025-08-20 03:15:33-0500,1755677733000,03:15:33,N,9688
2025-08-20 03:15:45-0500,1755677745000,03:15:45,N,9674
2025-08-20 03:15:53-0500,1755677753000,03:15:53,N,9674
2025-08-20 03:16:05-0500,1755677765000,03:16:05,N,9681
2025-08-20 03:16:13-0500,1755677773000,03:16:13,N,9706
2025-08-20 03:16:25-0500,1755677785000,03:16:25,N,9706
2025-08-20 03:16:33-0500,1755677793000,03:16:33,N,9724
2025-08-20 03:16:45-0500,1755677805000,03:16:45,N,9714
2025-08-20 03:16:53-0500,1755677813000,03:16:53,N,9714
2025-08-20 03:17:05-0500,1755677825000,03:17:05,N,9723
2025-08-20 03:17:13-0500,1755677833000,03:17:13,N,9703
2025-08-20 03:17:25-0500,1755677845000,03:17:25,N,9717
2025-08-20 03:17:33-0500,1755677853000,03:17:33,N,9717
2025-08-20 03:17:45-0500,1755677865000,03:17:45,N,9706
2025-08-20 03:17:53-0500,1755677873000,03:17:53,N,9706
2025-08-20 03:18:05-0500,1755677885000,03:18:05,N,9706
2025-08-20 03:18:13-0500,1755677893000,03:18:13,N,9715
2025-08-20 03:18:25-0500,1755677905000,03:18:25,N,9705
2025-08-20 03:18:33-0500,1755677913000,03:18:33,N,9714
2025-08-20 03:18:45-0500,1755677925000,03:18:45,N,9717
2025-08-20 03:18:53-0500,1755677933000,03:18:53,N,9717
2025-08-20 03:19:05-0500,1755677945000,03:19:05,N,9704
2025-08-20 03:19:13-0500,1755677953000,03:19:13,N,9731
2025-08-20 03:19:25-0500,1755677965000,03:19:25,N,9711
2025-08-20 03:19:33-0500,1755677973000,03:19:33,N,9708
2025-08-20 03:19:45-0500,1755677985000,03:19:45,N,9695
2025-08-20 03:19:53-0500,1755677993000,03:19:53,N,9695
2025-08-20 03:20:05-0500,1755678005000,03:20:05,N,9715
2025-08-20 03:20:13-0500,1755678013000,03:20:13,N,9697
2025-08-20 03:20:25-0500,1755678025000,03:20:25,N,9704
2025-08-20 03:20:33-0500,1755678033000,03:20:33,N,9707
2025-08-20 03:20:45-0500,1755678045000,03:20:45,N,9685
2025-08-20 03:20:53-0500,1755678053000,03:20:53,N,9685
2025-08-20 03:21:05-0500,1755678065000,03:21:05,N,9689
2025-08-20 03:21:13-0500,1755678073000,03:21:13,N,9688
2025-08-20 03:21:25-0500,1755678085000,03:21:25,N,9667
2025-08-20 03:21:33-0500,1755678093000,03:21:33,N,9691
2025-08-20 03:21:45-0500,1755678105000,03:21:45,N,9667
2025-08-20 03:21:53-0500,1755678113000,03:21:53,N,9667
2025-08-20 03:22:05-0500,1755678125000,03:22:05,N,9668
2025-08-20 03:22:13-0500,1755678133000,03:22:13,N,9710
2025-08-20 03:22:25-0500,1755678145000,03:22:25,N,9691
2025-08-20 03:22:33-0500,1755678153000,03:22:33,N,9686
2025-08-20 03:22:45-0500,1755678165000,03:22:45,N,9692
2025-08-20 03:22:53-0500,1755678173000,03:22:53,N,9692
2025-08-20 03:23:05-0500,1755678185000,03:23:05,N,9689
2025-08-20 03:23:13-0500,1755678193000,03:23:13,N,9708
2025-08-20 03:23:25-0500,1755678205000,03:23:25,N,9708
2025-08-20 03:23:33-0500,1755678213000,03:23:33,N,9707
2025-08-20 03:23:45-0500,1755678225000,03:23:45,N,9709
2025-08-20 03:23:53-0500,1755678233000,03:23:53,N,9709
2025-08-20 03:24:05-0500,1755678245000,03:24:05,N,9679
2025-08-20 03:24:13-0500,1755678253000,03:24:13,N,9681
2025-08-20 03:24:25-0500,1755678265000,03:24:25,N,9688
2025-08-20 03:24:33-0500,1755678273000,03:24:33,N,9674
2025-08-20 03:24:45-0500,1755678285000,03:24:45,N,9707
2025-08-20 03:24:53-0500,1755678293000,03:24:53,N,9707
2025-08-20 03:25:05-0500,1755678305000,03:25:05,N,9724
2025-08-20 03:25:13-0500,1755678313000,03:25:13,N,9733
2025-08-20 03:25:25-0500,1755678325000,03:25:25,N,9719
2025-08-20 03:25:33-0500,1755678333000,03:25:33,N,9707
2025-08-20 03:25:45-0500,1755678345000,03:25:45,N,9738
2025-08-20 03:25:53-0500,1755678353000,03:25:53,N,9738
2025-08-20 03:26:05-0500,1755678365000,03:26:05,N,9736
2025-08-20 03:26:13-0500,1755678373000,03:26:13,N,9703
2025-08-20 03:26:25-0500,1755678385000,03:26:25,N,9680
2025-08-20 03:26:33-0500,1755678393000,03:26:33,N,9713
2025-08-20 03:26:45-0500,1755678405000,03:26:45,N,9726
2025-08-20 03:26:53-0500,1755678413000,03:26:53,N,9726
2025-08-20 03:27:05-0500,1755678425000,03:27:05,N,9740
2025-08-20 03:27:13-0500,1755678433000,03:27:13,N,9764
2025-08-20 03:27:25-0500,1755678445000,03:27:25,N,9759
2025-08-20 03:27:33-0500,1755678453000,03:27:33,N,9778
2025-08-20 03:27:45-0500,1755678465000,03:27:45,N,9791
2025-08-20 03:27:53-0500,1755678473000,03:27:53,N,9791
2025-08-20 03:28:05-0500,1755678485000,03:28:05,N,9789
2025-08-20 03:28:13-0500,1755678493000,03:28:13,N,9777
2025-08-20 03:28:25-0500,1755678505000,03:28:25,N,9780
2025-08-20 03:28:33-0500,1755678513000,03:28:33,N,9780
2025-08-20 03:28:45-0500,1755678525000,03:28:45,N,9765
2025-08-20 03:28:53-0500,1755678533000,03:28:53,N,9765
2025-08-20 03:29:05-0500,1755678545000,03:29:05,N,9783
2025-08-20 03:29:13-0500,1755678553000,03:29:13,N,9770
2025-08-20 03:29:25-0500,1755678565000,03:29:25,N,9813
2025-08-20 03:29:33-0500,1755678573000,03:29:33,N,9755
2025-08-20 03:29:45-0500,1755678585000,03:29:45,N,9767
2025-08-20 03:29:53-0500,1755678593000,03:29:53,N,9767
2025-08-20 03:30:05-0500,1755678605000,03:30:05,N,9750
2025-08-20 03:30:13-0500,1755678613000,03:30:13,N,9768
2025-08-20 03:30:25-0500,1755678625000,03:30:25,N,9781
2025-08-20 03:30:33-0500,1755678633000,03:30:33,N,9773
2025-08-20 03:30:45-0500,1755678645000,03:30:45,N,9771
2025-08-20 03:30:53-0500,1755678653000,03:30:53,N,9751
2025-08-20 03:31:05-0500,1755678665000,03:31:05,N,9787
2025-08-20 03:31:13-0500,1755678673000,03:31:13,N,9787
2025-08-20 03:31:25-0500,1755678685000,03:31:25,N,9788
2025-08-20 03:31:33-0500,1755678693000,03:31:33,N,9796
2025-08-20 03:31:45-0500,1755678705000,03:31:45,N,9783
2025-08-20 03:31:53-0500,1755678713000,03:31:53,N,9809
2025-08-20 03:32:05-0500,1755678725000,03:32:05,N,9786
2025-08-20 03:32:13-0500,1755678733000,03:32:13,N,9786
2025-08-20 03:32:25-0500,1755678745000,03:32:25,N,9800
2025-08-20 03:32:33-0500,1755678753000,03:32:33,N,9801
2025-08-20 03:32:45-0500,1755678765000,03:32:45,N,9792
2025-08-20 03:32:53-0500,1755678773000,03:32:53,N,9796
2025-08-20 03:33:05-0500,1755678785000,03:33:05,N,9815
2025-08-20 03:33:13-0500,1755678793000,03:33:13,N,9815
2025-08-20 03:33:25-0500,1755678805000,03:33:25,N,9794
2025-08-20 03:33:33-0500,1755678813000,03:33:33,N,9805
2025-08-20 03:33:45-0500,1755678825000,03:33:45,N,9800
2025-08-20 03:33:53-0500,1755678833000,03:33:53,N,9803
2025-08-20 03:34:05-0500,1755678845000,03:34:05,N,9819
2025-08-20 03:34:13-0500,1755678853000,03:34:13,N,9819
2025-08-20 03:34:25-0500,1755678865000,03:34:25,N,9824
2025-08-20 03:34:33-0500,1755678873000,03:34:33,N,9821
2025-08-20 03:34:45-0500,1755678885000,03:34:45,N,9837
2025-08-20 03:34:53-0500,1755678893000,03:34:53,N,9816
2025-08-20 03:35:05-0500,1755678905000,03:35:05,N,9829
2025-08-20 03:35:13-0500,1755678913000,03:35:13,N,9834
2025-08-20 03:35:25-0500,1755678925000,03:35:25,N,9845
2025-08-20 03:35:33-0500,1755678933000,03:35:33,N,9831
2025-08-20 03:35:45-0500,1755678945000,03:35:45,N,9833
2025-08-20 03:35:53-0500,1755678953000,03:35:53,N,9805
2025-08-20 03:36:05-0500,1755678965000,03:36:05,N,9810
2025-08-20 03:36:13-0500,1755678973000,03:36:13,N,9810
2025-08-20 03:36:25-0500,1755678985000,03:36:25,N,9831
2025-08-20 03:36:33-0500,1755678993000,03:36:33,N,9788
2025-08-20 03:36:45-0500,1755679005000,03:36:45,N,9817
2025-08-20 03:36:53-0500,1755679013000,03:36:53,N,9792
2025-08-20 03:37:05-0500,1755679025000,03:37:05,N,9777
2025-08-20 03:37:13-0500,1755679033000,03:37:13,N,9777
2025-08-20 03:37:25-0500,1755679045000,03:37:25,N,9741
2025-08-20 03:37:33-0500,1755679053000,03:37:33,N,9744
2025-08-20 03:37:45-0500,1755679065000,03:37:45,N,9739
2025-08-20 03:37:53-0500,1755679073000,03:37:53,N,9750
2025-08-20 03:38:05-0500,1755679085000,03:38:05,N,9737
2025-08-20 03:38:13-0500,1755679093000,03:38:13,N,9737
2025-08-20 03:38:25-0500,1755679105000,03:38:25,N,9754
2025-08-20 03:38:33-0500,1755679113000,03:38:33,N,9732
2025-08-20 03:38:45-0500,1755679125000,03:38:45,N,9726
2025-08-20 03:38:53-0500,1755679133000,03:38:53,N,9720
2025-08-20 03:39:05-0500,1755679145000,03:39:05,N,9718
2025-08-20 03:39:13-0500,1755679153000,03:39:13,N,9718
2025-08-20 03:39:25-0500,1755679165000,03:39:25,N,9718
2025-08-20 03:39:33-0500,1755679173000,03:39:33,N,9732
2025-08-20 03:39:45-0500,1755679185000,03:39:45,N,9746
2025-08-20 03:39:53-0500,1755679193000,03:39:53,N,9756
2025-08-20 03:40:05-0500,1755679205000,03:40:05,N,9746
2025-08-20 03:40:13-0500,1755679213000,03:40:13,N,9746
2025-08-20 03:40:25-0500,1755679225000,03:40:25,N,9746
2025-08-20 03:40:33-0500,1755679233000,03:40:33,N,9733
2025-08-20 03:40:45-0500,1755679245000,03:40:45,N,9695
2025-08-20 03:40:53-0500,1755679253000,03:40:53,N,9695
2025-08-20 03:41:05-0500,1755679265000,03:41:05,N,9678
2025-08-20 03:41:13-0500,1755679273000,03:41:13,N,9690
2025-08-20 03:41:25-0500,1755679285000,03:41:25,N,9678
2025-08-20 03:41:33-0500,1755679293000,03:41:33,N,9725
2025-08-20 03:41:45-0500,1755679305000,03:41:45,N,9737
2025-08-20 03:41:53-0500,1755679313000,03:41:53,N,9737
2025-08-20 03:42:05-0500,1755679325000,03:42:05,N,9731
2025-08-20 03:42:13-0500,1755679333000,03:42:13,N,9753
2025-08-20 03:42:25-0500,1755679345000,03:42:25,N,9772
2025-08-20 03:42:33-0500,1755679353000,03:42:33,N,9765
2025-08-20 03:42:45-0500,1755679365000,03:42:45,N,9763
2025-08-20 03:42:53-0500,1755679373000,03:42:53,N,9763
2025-08-20 03:43:05-0500,1755679385000,03:43:05,N,9767
2025-08-20 03:43:13-0500,1755679393000,03:43:13,N,9759
2025-08-20 03:43:25-0500,1755679405000,03:43:25,N,9789
2025-08-20 03:43:33-0500,1755679413000,03:43:33,N,9842
2025-08-20 03:43:45-0500,1755679425000,03:43:45,N,9837
2025-08-20 03:43:53-0500,1755679433000,03:43:53,N,9837
2025-08-20 03:44:05-0500,1755679445000,03:44:05,N,9830
2025-08-20 03:44:13-0500,1755679453000,03:44:13,N,9840
2025-08-20 03:44:25-0500,1755679465000,03:44:25,N,9850
2025-08-20 03:44:33-0500,1755679473000,03:44:33,N,9839
2025-08-20 03:44:45-0500,1755679485000,03:44:45,N,9832
2025-08-20 03:44:53-0500,1755679493000,03:44:53,N,9832
2025-08-20 03:45:05-0500,1755679505000,03:45:05,N,9850
2025-08-20 03:45:13-0500,1755679513000,03:45:13,N,9815
2025-08-20 03:45:25-0500,1755679525000,03:45:25,N,9810
2025-08-20 03:45:33-0500,1755679533000,03:45:33,N,9815
2025-08-20 03:45:45-0500,1755679545000,03:45:45,N,9821
2025-08-20 03:45:53-0500,1755679553000,03:45:53,N,9821
2025-08-20 03:46:05-0500,1755679565000,03:46:05,N,9813
2025-08-20 03:46:13-0500,1755679573000,03:46:13,N,9826
2025-08-20 03:46:25-0500,1755679585000,03:46:25,N,9826
2025-08-20 03:46:33-0500,1755679593000,03:46:33,N,9825
2025-08-20 03:46:45-0500,1755679605000,03:46:45,N,9835
2025-08-20 03:46:53-0500,1755679613000,03:46:53,N,9835
2025-08-20 03:47:05-0500,1755679625000,03:47:05,N,9836
2025-08-20 03:47:13-0500,1755679633000,03:47:13,N,9848
2025-08-20 03:47:25-0500,1755679645000,03:47:25,N,9877
2025-08-20 03:47:33-0500,1755679653000,03:47:33,N,9881
2025-08-20 03:47:45-0500,1755679665000,03:47:45,N,9898
2025-08-20 03:47:53-0500,1755679673000,03:47:53,N,9898
2025-08-20 03:48:05-0500,1755679685000,03:48:05,N,9897
2025-08-20 03:48:13-0500,1755679693000,03:48:13,N,9882
2025-08-20 03:48:25-0500,1755679705000,03:48:25,N,9929
2025-08-20 03:48:33-0500,1755679713000,03:48:33,N,9918
2025-08-20 03:48:45-0500,1755679725000,03:48:45,N,9925
2025-08-20 03:48:53-0500,1755679733000,03:48:53,N,9925
2025-08-20 03:49:05-0500,1755679745000,03:49:05,N,9917
2025-08-20 03:49:13-0500,1755679753000,03:49:13,N,9897
2025-08-20 03:49:25-0500,1755679765000,03:49:25,N,9908
2025-08-20 03:49:33-0500,1755679773000,03:49:33,N,9962
2025-08-20 03:49:45-0500,1755679785000,03:49:45,N,9942
2025-08-20 03:49:53-0500,1755679793000,03:49:53,N,9942
2025-08-20 03:50:05-0500,1755679805000,03:50:05,N,9943
2025-08-20 03:50:13-0500,1755679813000,03:50:13,N,9904
2025-08-20 03:50:25-0500,1755679825000,03:50:25,N,9924
2025-08-20 03:50:33-0500,1755679833000,03:50:33,N,9892
2025-08-20 03:50:45-0500,1755679845000,03:50:45,N,9908
2025-08-20 03:50:53-0500,1755679853000,03:50:53,N,9908
2025-08-20 03:51:05-0500,1755679865000,03:51:05,N,9911
2025-08-20 03:51:13-0500,1755679873000,03:51:13,N,9921
2025-08-20 03:51:25-0500,1755679885000,03:51:25,N,9928
2025-08-20 03:51:33-0500,1755679893000,03:51:33,N,9954
2025-08-20 03:51:45-0500,1755679905000,03:51:45,N,9969
2025-08-20 03:51:53-0500,1755679913000,03:51:53,N,9969
2025-08-20 03:52:05-0500,1755679925000,03:52:05,N,9966
2025-08-20 03:52:13-0500,1755679933000,03:52:13,N,9986
2025-08-20 03:52:25-0500,1755679945000,03:52:25,N,9992
2025-08-20 03:52:33-0500,1755679953000,03:52:33,N,10009
2025-08-20 03:52:45-0500,1755679965000,03:52:45,N,10001
2025-08-20 03:52:53-0500,1755679973000,03:52:53,N,10001
2025-08-20 03:53:05-0500,1755679985000,03:53:05,N,10000
2025-08-20 03:53:13-0500,1755679993000,03:53:13,N,9990
2025-08-20 03:53:25-0500,1755680005000,03:53:25,N,10004
2025-08-20 03:53:33-0500,1755680013000,03:53:33,N,9989
2025-08-20 03:53:45-0500,1755680025000,03:53:45,N,9984
2025-08-20 03:53:53-0500,1755680033000,03:53:53,N,9984
2025-08-20 03:54:05-0500,1755680045000,03:54:05,N,9980
2025-08-20 03:54:13-0500,1755680053000,03:54:13,N,9986
2025-08-20 03:54:25-0500,1755680065000,03:54:25,N,10005
